COD_ORIGEM,COD_DESTINO,DISTANCIA_KM,CUSTO_DESLOCAMENTO
2807204,2801306,15.22,38.05
2807204,2801405,102.06,255.15
2807204,2801702,152.97,382.43
2807204,2802106,104.4,261.0
2807204,2802304,68.6,171.5
2807204,2802908,60.2,150.5
2807204,2803005,156.98,392.45
2807204,2803203,71.31,178.28
2807204,2803500,96.85,242.12
2807204,2803609,36.09,90.23
2807204,2804508,66.79,166.98
2807204,2804607,19.06,47.65
2807204,2804805,46.89,117.22
2807204,2805406,119.65,299.12
2807204,2805604,121.58,303.95
2807204,2805703,70.77,176.92
2807204,2806701,60.58,151.45
2807204,2807105,115.06,287.65
2807204,2807402,155.66,389.15
2807204,2807600,137.08,342.7
2807303,2800308,102.85,257.12
2807303,2800605,102.36,255.9
2807303,2800670,165.24,413.1
2807303,2801009,134.5,336.25
2807303,2801207,168.69,421.73
2807303,2801306,54.98,137.45
2807303,2801405,120.61,301.52
2807303,2801702,200.46,501.15
2807303,2802106,151.89,379.72
2807303,2802304,124.27,310.68
2807303,2802908,124.2,310.5
2807303,2803005,204.47,511.18
2807303,2803203,118.79,296.98
2807303,2803500,161.13,402.82
2807303,2803609,83.58,208.95
2807303,2804508,75.7,189.25
2807303,2804607,69.84,174.6
2807303,2804805,94.38,235.95
2807303,2805406,142.52,356.3
2807303,2805604,90.21,225.52
2807303,2805703,11.9,29.75
2807303,2806701,108.07,270.17
2807303,2807105,170.73,426.82
2807303,2807402,219.85,549.62
2807303,2807600,184.57,461.42
2807402,2800308,139.0,347.5
2807402,2800605,143.68,359.2
2807402,2800670,64.32,160.8
2807402,2801009,86.41,216.02
2807402,2801207,245.47,613.67
2807402,2801306,166.89,417.22
2807402,2801405,139.39,348.47
2807402,2801702,68.46,171.15
2807402,2802106,92.1,230.25
2807402,2802304,119.45,298.62
2807402,2802908,98.35,245.88
2807402,2803005,37.16,92.9
2807402,2803203,104.09,260.23
2807402,2803500,61.79,154.47
2807402,2803609,139.61,349.03
2807402,2804508,162.62,406.55
2807402,2804607,147.53,368.82
2807402,2804805,140.95,352.38
2807402,2805406,215.48,538.7
2807402,2805604,217.41,543.52
2807402,2805703,220.3,550.75
2807402,2806701,126.61,316.52
2807402,2807105,84.79,211.98
2807402,2807600,57.24,143.1
2807501,2800308,136.05,340.12
2807501,2800605,140.73,351.82
2807501,2800670,58.89,147.22
2807501,2801009,109.59,273.98
2807501,2801207,264.84,662.1
2807501,2801306,188.61,471.53
2807501,2801405,162.58,406.45
2807501,2801702,18.57,46.42
2807501,2802106,69.49,173.72
2807501,2802304,142.63,356.57
2807501,2802908,121.54,303.85
2807501,2803005,20.41,51.02
2807501,2803203,101.14,252.85
2807501,2803500,84.97,212.43
2807501,2803609,139.91,349.77
2807501,2804508,185.81,464.52
2807501,2804607,189.36,473.4
2807501,2804805,138.0,345.0
2807501,2805406,238.67,596.67
2807501,2805604,240.6,601.5
2807501,2805703,217.35,543.38
2807501,2806701,123.66,309.15
2807501,2807105,107.98,269.95
2807501,2807402,51.22,128.05
2807501,2807600,34.74,86.85
2807600,2800308,102.84,257.1
2807600,2800605,107.52,268.8
2807600,2800670,37.62,94.05
2807600,2801009,93.32,233.3
2807600,2801207,248.56,621.4
2807600,2801306,155.4,388.5
2807600,2801405,146.3,365.75
2807600,2801702,17.44,43.6
2807600,2802106,36.28,90.7
2807600,2802304,126.36,315.9
2807600,2802908,105.26,263.15
2807600,2803005,21.39,53.48
2807600,2803203,67.93,169.83
2807600,2803500,68.7,171.75
2807600,2803609,106.7,266.75
2807600,2804508,169.53,423.82
2807600,2804607,156.15,390.38
2807600,2804805,104.79,261.98
2807600,2805406,222.39,555.97
2807600,2805604,224.32,560.8
2807600,2805703,184.14,460.35
2807600,2806701,90.45,226.12
2807600,2807105,91.7,229.25
2807600,2807402,56.84,142.1
